customer_id,customer_zip_code_prefix,customer_city,customer_state
FjsWUkNEAudF,9635,cuiaba,MT
N8X0icLZnryV,18860,perdoes,MG
MJv0uBbZakGF,74483,sao paulo,SP
bkOO9sn2jGWl,7411,mucurici,ES
o53gUAat3sUf,29360,sao paulo,SP
6PIFbjsX1SU7,94495,getulio vargas,RS
cx9p85ycrdXC,9974,campinas,SP
DKCfxug5KmUG,65609,seropedica,RJ
bFoSoowm8iBC,81460,joao monlevade,MG
vVZiko0gOY0v,4014,sao paulo,SP
himoRyNCQMuA,2539,francisco morato,SP
xHeFsnmgfXzv,4159,joao pessoa,PB
0GVsh2ckFv6c,6705,ipiau,BA
30VVnV9wl1KZ,24130,cariacica,ES
7cP3HE1qBcfb,9890,ararangua,SC
UWd3WeYrm9mB,18570,sao paulo,SP
djx1FIUAoBEo,23097,guaratingueta,SP
xvseWICSUqaK,36594,rio das ostras,RJ
9Bd3w1VBHsvv,83010,maringa,PR
zj44UGNsxNPJ,3925,sao bernardo do campo,SP
ub6CqzIUR3A3,77423,rio claro,SP
mpKptFcc8iHt,58200,rio de janeiro,RJ
Lubp4FHDUVyK,96495,japuiba,RJ
YvM5wHIzGziT,40250,itapevi,SP
FqNv7WN6WsUL,30662,santos,SP
U87MIU3RjWhv,41650,lorena,SP
OUopATdRvXtd,96506,belo horizonte,MG
N1G0fXVXFjDB,56760,sao carlos,SP
8JVPBgmYV2Bu,72583,taubate,SP
0ZWosmTFXHvL,11510,sao paulo,SP
1GSaBsW5HIAl,4651,braganca paulista,SP
ODyZAehAMZVa,70765,urbano santos,MA
om14fY4Cej70,74481,marilia,SP
JdYb6ECB1hYm,45604,canoas,RS
XdQAdhEsFwRJ,70865,sao paulo,SP
nxvGmezrACFX,89677,belo horizonte,MG
V93RVyjQt29I,58027,rio de janeiro,RJ
2W0mPP4YOaUn,2611,jaguariuna,SP
vHCAwBxaBuLo,11664,rio de janeiro,RJ
iZFbUVeGLxlp,37718,itapevi,SP
jENLo8Ph7mwA,7813,sao paulo,SP
z2rjYtHSPdeO,74655,sao paulo,SP
RzysakZmqS3a,17034,brasilia,DF
2jrMK2tNwC7Q,36772,fortaleza,CE
cW0rofOvucri,18108,belo horizonte,MG
cfkwpa461Z1g,2764,ortigueira,PR
O8oY7jc8ww3P,18225,sao paulo,SP
7QsD7tLBVMeJ,36880,diadema,SP
L4k9s7AuHwB2,87120,teixeira de freitas,BA
WCeB2cwO3R01,32450,sao paulo,SP
L0DFlVRUmWfj,35302,sao paulo,SP
jQgqlejLCP4e,4125,janauba,MG
AiXnvqsgIrzR,74853,sao paulo,SP
9Yz3OzeRVUKF,16430,juiz de fora,MG
fO0gm4zfINuw,63122,sao paulo,SP
4EnmVMwA05pu,55860,guaraciaba,MG
7H5eEEMIqENN,87308,belo horizonte,MG
rwFgUPfSgWy8,9370,araguari,MG
xnIgX9nPdLGT,65940,embu das artes,SP
ztStyCyt8C8e,65468,jequia da praia,AL
1OCvNUbN4ap8,99705,sorocaba,SP
SSxt6VssVE4K,86805,canoas,RS
LIlSdzd3LNLP,8583,contagem,MG
ua7QX8cQqJ5G,3883,guarulhos,SP
xiGQFtWJoCG9,24426,guaruja,SP
ZqL8Vge99mZ0,54368,sao paulo,SP
X3mxIO6lfdfk,40220,niteroi,RJ
Bz0SkFVg3UeG,15620,itarantim,BA
xA4ScOwzKnt4,26265,itapira,SP
Oi7uemvyfx7O,42843,curitiba,PR
QST22YNySNk4,27343,aracaju,SE
7YTC7WFUZTXo,12400,sao paulo,SP
65P0XHIoJOGN,13087,maua,SP
JX6aeKy22Cnl,2273,sao paulo,SP
80UbZXdZ4Mt5,70336,praia grande,SP
6ijEXd1if13H,36080,olinda,PE
XzTyVpsJikh2,2611,jaguariuna,SP
L1hGkvYftUe5,45470,porto feliz,SP
XvvoR0cOMgmi,71920,botucatu,SP
N4qKZZrMOq7c,64535,corrego danta,MG
4oYl9Es5loRy,3309,pedra preta,MT
b8982qQXF7Jf,7902,rio de janeiro,RJ
kpvRNWtFCVEG,93425,sao paulo,SP
N9ysbycXWiqV,19050,belo horizonte,MG
XyUO88VkfPCy,13976,porto alegre,RS
I6rKmz87m6ub,57607,teresina,PI
8YyWtU09ZJnK,61605,campina grande,PB
TgKRBLey6C3n,5711,timoteo,MG
znaJtLiVFTpF,18203,arinos,MG
ppfRFVM7yMee,4168,sao paulo,SP
zUNLI3mAmRrz,93995,mogi das cruzes,SP
pK1GfaOGax7Y,44035,rio das ostras,RJ
uV09EPu4p4mo,60742,pocos de caldas,MG
ohw6Rfm5wBkf,1550,pinhais,PR
xx9Y33q7TPDD,59076,rio claro,SP
El3zAoM99cxE,66035,rio de janeiro,RJ
BrfAFSIbCl5r,39850,brasilia,DF
SvP38E3dDZMl,12288,paulinia,SP
tXLzYVrVOroj,2939,sao paulo,SP
tUWU91CEuztm,3268,sao bernardo do campo,SP
nhVrOPpH2dJ4,15014,sao borja,RS
v1pD2qQk3Rm7,28637,uruburetama,CE
gtzJojHh5K34,3165,sao paulo,SP
2htdZ2pmm0tT,85160,brasilia,DF
cDI3OBzJEYK5,38406,sao lourenco,MG
JGShAs2Lf0ED,2261,curitiba,PR
7S4ozP2Cbcry,8130,colombo,PR
6xZg51Zz5Jnv,6395,ribeirao preto,SP
dIkVi3YJsnkk,89802,rio pomba,MG
vXYTI8Z5vnLO,4567,itanhaem,SP
4W9ItSINvtg5,81320,brasilia,DF
TOWBfopbgH3z,30662,santos,SP
VXtw3Clp04PN,4364,sidrolandia,MS
qyq8EgoWresw,2253,caldas novas,GO
7n7BaAjR2btf,28200,sao paulo,SP
ZrTvOQHlGBgi,72280,salvador,BA
1JyDP0J2yNTF,12209,sao vicente,SP
SaKCSwiIWBnX,50721,ribeirao pires,SP
pwF02ZMmhEfK,13530,ribeirao preto,SP
Bj2sBdS6rlMP,75690,sao leopoldo,RS
Y7FSkgoNofBL,60060,sao pedro da aldeia,RJ
5r2f0u6QuX2V,25956,sao carlos,SP
Zkjl6rI0iAis,38406,sao lourenco,MG
DgYArijcGjvB,27915,araxa,MG
eZo5SBeWWCZK,88765,goiania,GO
5qA2NxmBdyYl,1043,sao jose do ouro,RS
YMpJzoXvtaZr,39650,porto alegre,RS
YgS7mnkymQCG,69049,goiania,GO
eItIo0aw5GsE,71928,sao paulo,SP
6sGYd4SsWzXL,51350,rio de janeiro,RJ
ALBDuAk9aAab,48120,sao paulo,SP
es7xSSfHEdIH,74003,caxias,MA
ZYORMCgJU43W,89670,volta redonda,RJ
mu1Gr0cTr0Zg,55006,brasilia,DF
kNNjqw5kRHKW,24934,belo horizonte,MG
cXqlLnOH3Qmo,22733,itapevi,SP
NffcSUmhkFS9,18275,sao paulo,SP
BbIhxMIRrEAU,72853,ponta grossa,PR
GYxN5w9DaoDI,79086,curitiba,PR
0Ca0gsDZBaxt,59080,caxias do sul,RS
ZR6jANEI3w7X,49010,itaquaquecetuba,SP
7OBcUSpngTSq,73930,arrozal,RJ
M8g8PjhVNJa2,6397,sao jose,SC
ud48HKfNfalF,8343,mongagua,SP
MarU2fTbXgGC,89285,rio de janeiro,RJ
FdAVVc5oNDVy,5402,cachoeirinha,RS
80CDQOGDdlBU,4634,sao paulo,SP
LoLgAMoG0zSg,15110,campinas,SP
JYdxHhmyny1O,28333,sao paulo,SP
fS9KmGRxLo46,2186,pinheiral,RJ
gG8ZXHvL9a8P,5212,belo horizonte,MG
HRSna6qHBZRk,58429,registro,SP
823fAkZHPORw,4610,petropolis,RJ
rr6nGxm8WWUt,5519,duque de caxias,RJ
imlfTArjAsCM,2875,maceio,AL
10D7GsYKkSQT,86730,vitoria,ES
HcWEYpiZ68yj,92420,porto alegre,RS
ilHrWW5BGlJ2,5086,santo anastacio,SP
cqCcZ1so4bMc,23068,feira de santana,BA
NWeVrTFl8zMc,17501,itapevi,SP
NsnRg3Ayy7GG,13503,domingos martins,ES
eOgEqc0nkUr1,83604,sao paulo,SP
z32ONDIu30Hr,93110,sao paulo,SP
AzhLDOujZ4pG,34800,tutoia,MA
sPeyYckYAX2T,37561,piritiba,BA
lZmBBsrgFU5V,51111,ribeirao preto,SP
KktEP5EJO1fY,18520,rio de janeiro,RJ
ufy45Abgj3uq,96755,osasco,SP
topBu14g7AOi,64868,guarulhos,SP
2S20w5PujQel,2360,belo horizonte,MG
suiK6ZB9N5jn,31530,formiga,MG
WmLU9LrSAeBC,81460,joao monlevade,MG
t0CHXz9xCW7E,41701,catu de abrantes,BA
Dne91sePTrcY,35230,parnaiba,PI
v42p7CGjXoAk,89642,caxias do sul,RS
KO6sBPBen0EK,86060,sao paulo,SP
MXrKN0Ab5ukK,12010,sao paulo,SP
EhanOqIM2H4D,6273,nova lima,MG
LuuKVFz303y6,28997,joao pessoa,PB
PLegDiHjoqIZ,58432,fortaleza,CE
gtX8v5DcfHNq,4723,anapolis,GO
DAnMzE25lFL2,18601,sao paulo,SP
29zYzm4rFwxZ,1223,itaperuna,RJ
T1RGbgla75aM,6433,nova iguacu,RJ
UjdOXWrshpjQ,3474,belo horizonte,MG
ouaK50mApuP0,34600,sao jose do rio preto,SP
V1mqEZFLOSx0,64025,pocos de caldas,MG
nAzFztD90mXL,38210,sao paulo,SP
JNCaayf10x9f,53160,rio de janeiro,RJ
FTeEEa69c5Ar,17027,caxias do sul,RS
fxRkJoRePqq7,72323,joao pessoa,PB
2QbbiYdE2hAe,5582,contagem,MG
iP2yv5SMJBYJ,23090,porto alegre,RS
di1yTx9jonDE,72850,salvador,BA
use7MCvqby44,6283,uruguaiana,RS
KXKMY4ieyOKK,89835,novo hamburgo,RS
h7uBhCt9XvcB,4864,esperanca,PB
gqJJoVyKCjHc,49009,vargem grande paulista,SP
yfv2Hvjzgote,87020,santo andre,SP
4Ke6SCgjHW06,76560,varzea paulista,SP
szLaIHGc56IP,7789,santo andre,SP
KtJdofqEhUju,65706,santo antonio da platina,PR
s6ZXDtAYG4Rf,7955,belo horizonte,MG
VFBv19OMcuQP,13082,nova iguacu,RJ
S42LRYzrT1C2,6028,sao paulo,SP
gRZEnqEbppTv,3664,nilopolis,RJ
aerkpnqtxOjG,9619,lins,SP
vMXUgvuA7juV,7903,salvador,BA
37TIQ3kxJH25,12228,pedro leopoldo,MG
XJC6yqss4Oyv,71900,brasilia,DF
6tG1YlejuRdH,5711,timoteo,MG
83vwAxtxPgAN,7813,sao paulo,SP
BbccIw9FIWFy,22753,rio de janeiro,RJ
5t96DKfzuFPa,70645,chapeco,SC
mJQhAMFwGpEr,5777,sao paulo,SP
g02zV4eaKeYf,29480,sao paulo,SP
YbqrPAGFDy5V,74686,guarulhos,SP
0TL5F8TcNVrU,88065,sao paulo,SP
kGc0WTpsO6BC,4929,belo horizonte,MG
dLWvOTvejhxb,16600,sao paulo,SP
H8yixkkxADDL,9400,curitiba,PR
7Qz3oN0ehGU9,38819,sao paulo,SP
ZpO01WWfFWY7,87260,rio de janeiro,RJ
Ft1XdrW2OQk1,14450,sao paulo,SP
yK3HWKFG86Kp,78275,rio de janeiro,RJ
CHtyKIQVQZJi,5440,sao paulo,SP
KZSYCahRUd6B,29101,rio de janeiro,RJ
vhwWZCgJjovN,20030,sorocaba,SP
DN5Bl9syWyTG,2034,itobi,SP
pRss7cTETAAT,3810,sapucaia do sul,RS
lOYEnNAntd7O,12120,curitiba,PR
pqWq3Q8Nvpjm,2185,jundiai,SP
j7I1oJUnyiXp,75136,rio de janeiro,RJ
yxtPJUcd49p6,68902,porto alegre,RS
ZGSwSIo9qhix,13375,ribeirao pires,SP
UQCJwBWgeb4q,88730,sao paulo,SP
iQU0eolGGjwD,91770,angra dos reis,RJ
Bf7MflRHrS2J,84026,itaqui,RS
TEjeC6MoIpV5,16305,sao paulo,SP
elSYbsnzQmkG,3132,diadema,SP
cAHfD4Em4jsX,3883,guarulhos,SP
ZV8iX01ytJT5,89176,vicosa,MG
1PViPFdN6Wtj,35878,rio de janeiro,RJ
AeX2tt43xjnk,35112,sao paulo,SP
t2riEiJ72qKj,45910,itaquaquecetuba,SP
c8mPv6vq1LB3,66115,jundiai,SP
xRXHjB8rRHcB,12223,apuiares,CE
u7RWzul96JCO,93600,itapetininga,SP
Xb3NxMGFDCle,56850,pauliceia,SP
0JW14re4gg4G,60742,pocos de caldas,MG
prNdef9JUsdF,36913,coromandel,MG
tZwT4gbZA4gT,77823,ribeirao preto,SP
ZoV3RCzd2w4u,93260,cotia,SP
1y3MbnKGCFYr,4165,porto seguro,BA
xckMWfSIM5j8,33935,guarulhos,SP
uCnxfuO2fdY6,25085,recife,PE
jwL5lZEEutR3,89053,rio de janeiro,RJ
3OrduM8g1kg2,14910,sao paulo,SP
Ngem75HrIerH,46400,anapolis,GO
O3tl2TA0CuR4,3648,realeza,PR
EPS9BAhpMqZA,25940,rio de janeiro,RJ
ctAuXzaTAVnK,29132,sao paulo,SP
SpKlomDVh2Lu,32073,socorro,SP
AdLcNoXvYjxX,13841,manaus,AM
mpYrO1YKJbEs,96190,miranda,MS
0SQsDcVyEjnz,72501,pontal do parana,PR
2F2OASzjCapU,15080,campos dos goytacazes,RJ
tF6yg6pWe80Z,2860,salvador,BA
tpTu69vnWF4q,45655,juiz de fora,MG
u6QhFe1WZTPc,2143,santo andre,SP
v6DJQI9f5igo,85601,sao jose,SC
vCFZ0krA3q3S,40226,sao paulo,SP
2yLJsxLp4cbX,35053,belo horizonte,MG
3622jRVDhhEd,11060,teresina,PI
vcMDlEPSzKlM,29148,prudentopolis,PR
7G3SqZFTVTHn,6220,porto alegre,RS
wyZWVwpTfygA,74450,dracena,SP
XIBqNwagcvfj,29167,paranavai,PR
1adpwr7XRLxU,35270,quirinopolis,GO
205TBZTYeyzA,37030,araquari,SC
tL2WJkSY31OP,88914,sao paulo,SP
95oTWzd0Nyri,36913,coromandel,MG
FhI8lkm1yu6D,3976,sorocaba,SP
TOxoSRgRUGwe,75136,rio de janeiro,RJ
JXCm2YxhVTfx,76520,caruaru,PE
d55nzU5f22bU,25946,sao jose do rio preto,SP
oyRc1k4THJeZ,6859,maringa,PR
9XhH7Imow7CI,40315,itabuna,BA
8dE6fYaQRDin,18602,sorocaba,SP
DATFt4TRfH1S,13335,sao paulo,SP
ZhG628Dua9Y9,37620,parobe,RS
rjzsIEQkEydx,66083,recife,PE
jeNaGSKTOHWW,96405,contagem,MG
k7IpXaf9vqdC,21765,rio de janeiro,RJ
nNnKR3o7XnGG,36081,campinas,SP
jhZ44fc2ySYU,2319,barueri,SP
IUSVtIMd6lda,58082,nova friburgo,RJ
ShP7xuXz5gW0,4843,florianopolis,SC
b9iRa60uTUp8,39920,sao paulo,SP
EmduKRiv8U8i,58580,niteroi,RJ
iSHbEe319puy,3251,montanha,ES
I2gTGy7M0HGU,75526,nova iguacu,RJ
GyoO4Fzm6UTz,31980,sao bernardo do campo,SP
wH3PxIxlh8PT,2045,brasilia,DF
PkuOjpg2cU96,13857,franca,SP
Hzu7ReSbEFPA,59213,rio grande,RS
9r5Q5rKVhaL7,95335,sao paulo,SP
LDHJtkJTze4b,78850,sao paulo,SP
HMSlt9aw5ry3,45604,canoas,RS
XRJ4qPblqExY,81315,rio de janeiro,RJ
hrg2tpEngrwh,5453,jatai,GO
zx6QFtmo5cIW,32210,sao paulo,SP
gh3pd0ZHDWVj,8676,sao paulo,SP
nWC5L676428V,86042,cabo frio,RJ
P5iVp9DSb1jE,97043,valparaiso de goias,GO
HlV3p8ptyBxY,6805,palmeiras de goias,GO
rxp2BQRM6NbY,74484,guarulhos,SP
BxLUK5nsBVXH,6713,belo horizonte,MG
6JdfeLIFRoXX,29600,sao paulo,SP
3R8Q3EokDFAk,72820,paraguacu paulista,SP
2AV4GqNzcsvG,82630,sao paulo,SP
0cIKSGNvj3jp,5444,ourinhos,SP
3jhVn7gS0TB3,71741,cachoeiro de itapemirim,ES
DhWfJmFC58x7,5117,juiz de fora,MG
Ka16m85ffDsN,95520,cocal,PI
wGyPcAhYgvQi,27420,rio de janeiro,RJ
vdODhUtjIDJT,2935,belem,PA
xmiAPfQz69DJ,15044,ribeirao pires,SP
j7HZcIctk7qR,4929,belo horizonte,MG
NptSajTD2lpf,6620,curitiba,PR
VL0p4dLlBc0F,18043,nova iguacu,RJ
crPW3aDiKwBt,6844,taubate,SP
ktaNwlaVnD4V,86803,belo horizonte,MG
JZYRK8ZUfKld,60120,rio de janeiro,RJ
AaI6LzwYyRek,4564,mesquita,RJ
jni5z7tmn4Dj,35140,rio de janeiro,RJ
8f2LZuELZLD0,88050,caruaru,PE
iDI2si8P5OhF,31275,sao paulo,SP
4rVMe5slD27i,87708,florianopolis,SC
JEP9TRMTwysa,45545,teolandia,BA
8qpdYRhuNwqC,35140,rio de janeiro,RJ
XxWdstEBI7CV,2943,atibaia,SP
hJYpZ8WikeMs,45300,sao carlos,SP
XdDdXWBTmrnY,4049,mogi das cruzes,SP
JHfaaXRAFfCn,12900,salvador,BA
Hij4Dg0o4ZLY,12445,juiz de fora,MG
lOatCCG0RWEy,37131,campinas,SP
bRO74kZBxXjL,4615,aperibe,RJ
fEhLSS8NMQv4,13973,cruz alta,RS
pKREAnaucmiF,6473,belo horizonte,MG
X5SlUXxHQqGU,78080,piracicaba,SP
VoAD5pBIPtCh,69033,itabuna,BA
cB9sGDEzXuh9,64800,carapicuiba,SP
cV49XZYUnnUm,4217,brasilia,DF
19JHHz9CubSH,2735,butia,RS
gVxNn18JQF4t,57044,rio de janeiro,RJ
62PV9XTZAN8Q,7034,bauru,SP
7oryxGp3C44h,13171,osasco,SP
5BLoosfp8bss,83203,porto alegre,RS
WPW8CH4mve3y,41311,santos,SP
uGXswbGVF0D8,12960,santa isabel,SP
FrEhyCmv0CBX,6395,ribeirao preto,SP
k5MfrxxMFocb,90110,taubate,SP
mlciYYfbutD4,19050,belo horizonte,MG
34FID7UMhBez,3223,itapeva,SP
YBwcwQfqaNMz,85851,sumare,SP
JtZ1Evc0XCvN,64212,sete lagoas,MG
1oei79LlpEUZ,4843,florianopolis,SC
9M42LwlrJ8rQ,33943,presidente venceslau,SP
fBK5tMBERGtg,25940,rio de janeiro,RJ
sZnm2B1DuDQz,89216,santa luzia,MG
3sYdYLrPbxhV,92110,umuarama,PR
BTt0LrFPo88r,76997,sao paulo,SP
vFP3vX8qhCPJ,59275,porto alegre,RS
An0aIwBGsupG,27253,caxias do sul,RS
SVkJQfHhawbU,2375,sao paulo,SP
xJFgZUfqkFln,15115,sao paulo,SP
giIElifb93YA,15953,osasco,SP
ddNG6SGJkidJ,79995,sao paulo,SP
RRtKyN26UJ7L,84430,sao paulo,SP
B3BZR7LVE0fB,98590,saquarema,RJ
fQETLxQWFx98,6708,guarulhos,SP
mU8E7rQZrv4u,57275,joao pessoa,PB
aeUCsyoCM3qS,96888,rio de janeiro,RJ
akudJdBSSwUd,4068,rio de janeiro,RJ
mmYfqTpgUPtQ,65058,rio de janeiro,RJ
75rgLw06l73Q,4133,salvador,BA
0hj4pfzXzkJC,42711,brasilia,DF
vh3zpr51JNyR,33930,rio de janeiro,RJ
DlgWkdBCEc7l,38706,vitoria,ES
Bbb1O3h3rsST,4285,sao paulo,SP
sYZCSXglBljZ,70874,sao paulo,SP
C9Brmyr39qil,99600,mogi das cruzes,SP
78hs47LIjSdO,6142,embu-guacu,SP
TYSkCu3amiup,3320,veranopolis,RS
8MDo7OGh3tgC,58430,sao paulo,SP
kZ9DMcAPtwck,13313,bage,RS
rusVNSvNKTL1,99070,sao jose dos campos,SP
67vLGr9ODMq3,38700,sao paulo,SP
iGdZERM4rZgF,7111,salvador,BA
3hnaRw1keCJD,72502,indaiatuba,SP
dkvEcVOFj5cA,62190,niteroi,RJ
AmiZSiwGEV65,27240,estancia velha,RS
UZwHznBfazle,50750,rio de janeiro,RJ
lQ32I5DM9aeT,51240,rio de janeiro,RJ
wPTQK4yoMQGb,35476,rio de janeiro,RJ
FuUrOyWSkKk0,55370,cotia,SP
9p8XHgQEZo0a,75063,rio grande,RS
ZwMGCfDs43ts,93410,sao paulo,SP
gQrE5S3NA6ci,65059,nazare paulista,SP
FcKotjelUaDO,75828,sao leopoldo,RS
rqVqrWStyvcO,4550,sao paulo,SP
HyYCHz24T3oE,92323,santos,SP
2fqRt31MsrlU,22210,cruzeiro do oeste,PR
ZnHh7cgQvtjY,95995,sao paulo,SP
MYsmzDMwv0A8,72016,sao jose dos campos,SP
RjnyTtIWlWx2,18409,macae,RJ
8RkcFWZHN7SJ,85670,maringa,PR
saY544Yl31Hv,49565,teotonio vilela,AL
2rFVgb7OhB3Q,56318,montenegro,RS
8iaIQvwQoM3s,4068,rio de janeiro,RJ
lZt1BtBrJNNH,58345,divisa alegre,MG
jDhyOIU53bko,89162,sao paulo,SP
FP0virE9dO3Y,5574,canoinhas,SC
HMtXxk4CkZsp,4865,engenheiro paulo de frontin,RJ
TNutG9nojL0P,72510,cangucu,RS
qvFMbzgBaF5h,89700,cascavel,PR
4MB5bFZfDygZ,4383,porto alegre,RS
CjrkAXZjWhhO,6675,sao paulo,SP
krUPoDrUMXSq,72280,salvador,BA
n0I07i1uHnkW,31744,rio de janeiro,RJ
yK82xteRZnbb,9974,campinas,SP
VUcZqAxRkEaE,6331,jatai,GO
UnkCmPCGgq0o,48730,paracatu,MG
Dw42kXy7PlFr,78254,contagem,MG
lqBP2abYD6OD,25770,sao paulo,SP
axXNh5nolhQw,3057,canhotinho,PE
neFZUn16D8m2,13636,santa barbara,MG
TuhpJE84eYke,3371,raul soares,MG
YfBKTRGDU3ax,77402,birigui,SP
fGPpytaVzjUF,73870,passa quatro,MG
75MaVCte3fsN,4068,rio de janeiro,RJ
fd9MCc0ryx1X,6783,sao paulo,SP
9BmCOxb0CKqR,2275,novo hamburgo,RS
Nqtzdkg4K99r,58046,sao bernardo do campo,SP
tdIXJ3jNrEfg,41490,sao sebastiao,SP
CalBDIuPNNB1,66615,ilha comprida,SP
K3nqq7MqqK9S,83324,esteio,RS
3SCMR8kOKoUh,12421,sao paulo,SP
OZVQPBKLEQpj,17180,taboao da serra,SP
2kjzI603wAop,70278,ipatinga,MG
1Ni1pBVnpx1I,71920,botucatu,SP
FrlHah9r1gEl,5519,duque de caxias,RJ
nAs1YOYIvUfo,3112,armacao dos buzios,RJ
hW1V5Q4YJvLT,4308,rio de janeiro,RJ
46pOUg8GDsVq,83402,araputanga,MT
4reD0HcT3Vjy,95345,sao goncalo,RJ
mXNFCQRxtszF,30662,santos,SP
csiUd6azxF1A,97576,sao jose dos campos,SP
iLQnvZ1DvABi,14640,rio de janeiro,RJ
J3Ce0F1x1bqG,39403,forquilhinha,SC
Efpr0xm0O5vr,51011,diamante do norte,PR
6A6rEEGencrP,79833,ponta grossa,PR
dkIuS1jhsvAH,65415,porto velho,RO
G7ipS8YhOe8G,38490,belo horizonte,MG
3Eak21UZGGaG,61943,osasco,SP
Gpk4BRI6ZGFu,68540,sao paulo,SP
LnyMaoNSt2gJ,81530,coronel fabriciano,MG
4oWEvaLqg2vb,5123,nova lima,MG
MMQKAf1DJxGd,4734,rio de janeiro,RJ
OxRES6I2tgxO,64820,adamantina,SP
igPaJdknx4wk,41204,guarulhos,SP
wQE0tg1pezY1,49750,sao jose dos campos,SP
D7UXOkz1OAFS,44620,leme,SP
ym1k8gjARcFp,82940,paulinia,SP
RPTK9gv2JBHN,65921,guatapara,SP
F2BiOvP1Hfmd,11010,porto alegre,RS
N9RskkMCUD6R,90520,ruy barbosa,BA
Dedtx8cpTUPH,6727,sao paulo,SP
tVECH2zBPyJ7,5593,senador modestino goncalves,MG
4BDkSfieORTc,59700,sao bernardo do campo,SP
HWOGj4fabSwP,88050,caruaru,PE
JRRwYMZBSjIM,44571,dois vizinhos,PR
JI60vsR7YHE9,58307,cambe,PR
28fpV8Q85rhc,9241,sao paulo,SP
kwrf8qHBDpsV,76386,porto alegre,RS
CUKjEec4z25F,5655,barra bonita,SP
zExBT9S9ILqa,30644,sao jose dos campos,SP
QEumQ6YklteS,8571,divinopolis,MG
V9FEBEH3X2rM,29800,teresina,PI
JiLdn8xEuGbG,64090,curitiba,PR
uZdHmcPoZjEn,3251,montanha,ES
iMEuNAv9WOvg,74110,parelhas,RN
7UPht7a07aDj,85835,lagoa santa,MG
cJYffJ5y6j1R,58040,corumba,MS
3BtrvcR9auUD,21235,chavantes,SP
ICNOEiPca5wN,21640,palhoca,SC
yBFNhMbX0IWb,2848,mogi das cruzes,SP
Tt0d8wVEGCL0,25922,belo horizonte,MG
CuIzCF67uwGV,67105,costa rica,MS
qILEpRuICGPV,61801,sao paulo,SP
DAaPFuEOltNe,58195,fernandopolis,SP
LIOq167Th7MD,15108,porto alegre,RS
XHuXoU8xtdct,86709,santa amelia,PR
kTTUzlwfLYqU,39645,santos,SP
Q5Avla3lmvxH,79700,arraial do cabo,RJ
czbKCOIQEvew,70756,rio de janeiro,RJ
a4Y6IgxPilix,95778,uruguaiana,RS
dpis8f9YGmYR,64820,adamantina,SP
DYc4o9i7vXEG,63870,caucaia,CE
TTRyBlPhC0vD,4011,campinas,SP
PukFwPakUGHe,26980,rio de janeiro,RJ
sFIsXloFzs64,79006,avare,SP
WgHXTuVWxwfr,37514,nova mutum,MT
SoFPILfGmFVs,3342,upanema,RN
3NdIaoDezSwW,15500,passos,MG
ISqUbxxe4qsd,89282,belo horizonte,MG
4VkQSbA0mGNe,2017,porto ferreira,SP
CQRwPVNy9Wf8,8161,teresina,PI
L2oVc0OQtHKf,35338,foz do iguacu,PR
V4QmVjgengzY,85877,santa gertrudes,SP
5Pdld3i3Msaf,38447,rio de janeiro,RJ
g4yLOqyAhf5b,2977,milha,CE
uhCcKHRwHfAU,60750,tomazina,PR
9ZrJdkzGUE1l,11800,caconde,SP
1SIuVbs1K1yz,13088,belford roxo,RJ
mQZAnd5aLq5H,3514,pelotas,RS
C3mDHb5MXsBH,14096,sao paulo,SP
McskBgUznoH0,8331,bauru,SP
OeooqMOTSZNy,2242,blumenau,SC
WAbtYu6gt84D,41225,araxa,MG
EaPz4owThVUY,38735,osasco,SP
g8Y2Ak5kqjlV,54740,brasilia,DF
gpd0gwcgVLfU,19750,curitiba,PR
jlPzDfAaaw7e,63907,porto alegre,RS
vK8HNHQmI3oQ,70770,salvador,BA
oAoRLMi91UQa,13326,fortaleza,CE
ObJ6jlZdPeOo,32623,sao bento do sapucai,SP
Nv1URMkMJPbC,77425,sao vicente,SP
XueZBnGukH3B,6310,rio de janeiro,RJ
LD6LtHB0RA9G,2631,rio de janeiro,RJ
33V86lWu7MRU,14735,rio grande,RS
tokPqG155cJW,98680,nossa senhora do socorro,SE
6F5aKXo76GIt,65060,uberlandia,MG
bXxvWA9OZKY4,35146,cachoeira paulista,SP
GKqn3qXrN3BG,74590,sao paulo,SP
92KJWU7TyBwV,37264,embu das artes,SP
nN4HMe2jxh5B,36606,sao paulo,SP
3zk1k88H3QMR,19915,itapui,SP
lUSDPGSY8EEk,82515,porto velho,RO
uARUsOT1sjIw,6335,porto alegre,RS
XRS5ykKmpfRX,97546,sao paulo,SP
O4qUod4OtwH7,6721,pinhais,PR
6r98ouGgHRHH,24470,sao paulo,SP
mcGpPiLVlTmW,17523,brasilia,DF
hULWRCxXzPLW,3152,fortaleza,CE
WvguDCIuil1f,28925,sumare,SP
W6S7STEMBho4,79321,sao paulo,SP
M8WoAlUfxaD9,68640,rio de janeiro,RJ
UILj1pPNbMff,66123,girua,RS
0T0OZiDIf9Xu,6608,carapicuiba,SP
5TKOOx4XhYd8,3894,inhumas,GO
FRuvhYF05HfR,4846,guanambi,BA
pv55uxsMALMH,5417,brasilia,DF
AoXMmYrSmeFY,77370,juiz de fora,MG
pZ04aLsNKN0H,17690,camaragibe,PE
soB1w9XAr1BW,59129,sao paulo,SP
