product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
IapxkDY5AEwa,toys,200.0,43.0,9.0,16.0
g7HXr6G8lJw7,toys,600.0,20.0,20.0,20.0
7tqS6Bau0w8J,toys,650.0,65.0,7.0,11.0
yrsSw59AlIr0,toys,755.0,29.0,14.0,23.0
1r1ypOUOFSiM,computers_accessories,1373.0,25.0,21.0,25.0
t9HZw71fzRpa,toys,2050.0,42.0,25.0,15.0
rouH1tejy3SO,toys,1600.0,20.0,60.0,20.0
ICb4opztefdl,toys,1250.0,49.0,10.0,34.0
o4wEcWmef2R7,electronics,5525.0,20.0,18.0,15.0
utVPLgd1LM3F,toys,200.0,16.0,2.0,11.0
KIYt8ODpiQyI,toys,550.0,16.0,7.0,11.0
rfsGZzBijANi,toys,1600.0,30.0,5.0,30.0
ihXp1tYAdz8X,telephony,350.0,17.0,4.0,12.0
ry0BHjoN7Ia8,toys,50.0,16.0,3.0,11.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
yYbfrsBO1NCj,telephony,300.0,17.0,4.0,12.0
xAU5QJnI3NSi,toys,400.0,18.0,11.0,20.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
nKfE8e3OfdJq,toys,1850.0,55.0,16.0,16.0
YrUj4Ftz9Xph,toys,550.0,16.0,11.0,11.0
NoroQpYj0Pwg,toys,350.0,19.0,4.0,11.0
XV12BLINEHDe,food_drink,262.0,28.0,15.0,20.0
RYdWww7arRzX,toys,680.0,21.0,19.0,20.0
NdsZzUyOltvt,toys,1400.0,20.0,31.0,30.0
nUBcl8Mrxd9G,toys,150.0,16.0,8.0,13.0
hHVCSpxR6x2w,housewares,2700.0,80.0,10.0,50.0
IyqhAFbImfjh,garden_tools,350.0,21.0,14.0,14.0
mOlbd2WF5juC,toys,450.0,16.0,3.0,15.0
cQfA5k5obzRW,toys,593.0,30.0,13.0,16.0
ZUu6bBXZ9NAT,toys,1300.0,22.0,27.0,22.0
dAgTQHVjXlcw,furniture_decor,100.0,16.0,5.0,11.0
6Qgc90RkyVYb,toys,250.0,17.0,11.0,15.0
upFmFFhqiS9X,toys,150.0,16.0,7.0,20.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
7M9s0RunCeuU,stationery,2000.0,30.0,30.0,30.0
xAU5QJnI3NSi,toys,400.0,18.0,11.0,20.0
pYyzmKF7JG9M,garden_tools,350.0,20.0,22.0,22.0
HjiyuVqg10aW,bed_bath_table,1500.0,34.0,12.0,40.0
rKXoWNJxVSE7,toys,6050.0,20.0,20.0,20.0
GmGBeSGMOGWj,toys,850.0,31.0,11.0,11.0
1f74c4RusbFv,toys,814.0,32.0,16.0,15.0
K9inDFpRP1Y5,toys,588.0,19.0,14.0,17.0
WtAWUQ3tWNcL,toys,600.0,50.0,5.0,16.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0
j1jrZopfiCLo,toys,4275.0,38.0,10.0,25.0
NZaBOnc7gzO5,toys,275.0,25.0,20.0,25.0
hLydzuBXRXYR,toys,13750.0,65.0,65.0,22.0
lJzg76Z1wrMA,toys,150.0,16.0,3.0,15.0
jrc0v3ZRw6Zg,bed_bath_table,800.0,20.0,20.0,20.0
vLzhkh4LUMxG,toys,3850.0,82.0,10.0,22.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0
iUMmZb8oh0qu,toys,573.0,35.0,13.0,11.0
TUNb0J5qnXFJ,toys,350.0,67.0,15.0,15.0
SLANLZkCbYI1,toys,150.0,16.0,12.0,12.0
IEHd47bv3InC,toys,200.0,16.0,35.0,25.0
4CAmAejCDdJT,toys,1200.0,40.0,7.0,34.0
6GSf9iD7aR3U,toys,250.0,18.0,8.0,14.0
hMPQijUVpwln,construction_tools_construction,1550.0,54.0,10.0,11.0
S72utktHpjnB,bed_bath_table,1950.0,40.0,3.0,40.0
q2QS5fFBTu6z,toys,2000.0,30.0,20.0,30.0
FOdgABJRGXrS,toys,100.0,19.0,3.0,11.0
8SbnYx4nH13P,toys,1250.0,31.0,32.0,31.0
bzcyOIuv5ueu,toys,1900.0,17.0,13.0,31.0
lzXFCQZh59Dl,toys,150.0,17.0,8.0,14.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0
10XGgZPcN7zf,toys,150.0,16.0,8.0,11.0
s4qg2gWoI7uO,toys,200.0,18.0,10.0,12.0
bbeo9NBnrCrH,toys,225.0,18.0,4.0,12.0
mPHg51QuoVnb,toys,475.0,19.0,15.0,16.0
bFMssPOBJiPp,office_furniture,11875.0,57.0,55.0,22.0
0zkpX0hLqB5r,toys,800.0,32.0,2.0,20.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
5RWMWe8adRES,watches_gifts,288.0,16.0,9.0,13.0
XCwlDbn6Sc02,toys,175.0,25.0,3.0,19.0
o7tXUyGmxwgx,garden_tools,363.0,18.0,26.0,17.0
KwqpyCg16vLV,toys,350.0,25.0,8.0,19.0
xl7fxh09W8xU,toys,4105.0,67.0,10.0,67.0
4LeWpOl0ZtSw,toys,800.0,16.0,29.0,16.0
MJd5ysuJ9wF1,health_beauty,600.0,33.0,19.0,13.0
sCONCvmO1cEY,computers_accessories,6550.0,20.0,20.0,20.0
oa0FiuGNuK98,toys,200.0,39.0,9.0,11.0
uy96ux22K9q8,toys,367.0,16.0,14.0,13.0
pwKC4WGEtMsM,housewares,350.0,22.0,8.0,19.0
Y9RZLlJmz7ht,toys,125.0,16.0,12.0,12.0
WmFq9wubMLQe,fashion_bags_accessories,150.0,16.0,5.0,11.0
IB0IS22YFKwy,toys,5446.0,21.0,14.0,18.0
EG4wDSpFyTth,health_beauty,250.0,22.0,10.0,18.0
SsU0HktRwn4p,toys,2800.0,103.0,8.0,20.0
C4YPUcJX7h4T,toys,3000.0,85.0,15.0,23.0
ZhicWfKgH0Tx,computers_accessories,300.0,22.0,12.0,20.0
ofeKcdHdSqOy,toys,11500.0,77.0,25.0,33.0
rZ5pT7KeDGN2,toys,710.0,19.0,13.0,14.0
OjM9sHN9rlUp,stationery,600.0,16.0,6.0,11.0
G3X08G0MGQ6n,toys,3175.0,25.0,23.0,26.0
cjqnScHEUmWB,toys,11350.0,43.0,35.0,34.0
Z2iilVo5Z6K2,toys,4600.0,30.0,16.0,30.0
aj4kbcxNEnZj,toys,4000.0,30.0,35.0,30.0
3H7nJ3Wp12et,toys,350.0,17.0,17.0,17.0
XGERfTgfuZuO,toys,4755.0,43.0,40.0,31.0
KnCbtwN416W3,computers_accessories,1300.0,30.0,16.0,16.0
V2XI2qJlQyVA,industry_commerce_and_business,7225.0,16.0,103.0,25.0
9crSQ9SKNUgh,toys,200.0,16.0,4.0,11.0
5scFJOfgXebt,auto,5150.0,60.0,12.0,60.0
bw8mpHf3CW3L,toys,500.0,18.0,9.0,15.0
qDgjT36KwfcF,furniture_decor,2500.0,40.0,10.0,30.0
NHyp0l7Ib6k1,toys,150.0,30.0,10.0,20.0
ZfV2vEvVGCgr,fashion_bags_accessories,2250.0,22.0,15.0,20.0
SoreV6plhAG5,toys,500.0,20.0,15.0,20.0
vHnEPJP2R48s,toys,9000.0,42.0,12.0,39.0
4Xe4RGt0RxAH,computers_accessories,650.0,17.0,5.0,12.0
YpAdV1SQdFaE,toys,1150.0,30.0,30.0,30.0
0XyYmaoLSH4j,computers_accessories,180.0,16.0,9.0,16.0
VPeKM1EB7I8L,housewares,9650.0,62.0,35.0,37.0
qOiDnN39CMGm,toys,6550.0,38.0,30.0,28.0
CcgmgGwPRMoo,computers_accessories,250.0,42.0,2.0,30.0
QqgOHHt6pJ6e,toys,1250.0,19.0,17.0,23.0
FBxSYOqLJVRM,toys,313.0,21.0,16.0,12.0
wNiAA2wEi2mK,toys,675.0,17.0,11.0,16.0
AVOBWbEkxGDc,toys,200.0,17.0,9.0,20.0
JHB5uyfuZ7Pl,toys,100.0,16.0,3.0,12.0
bVvSGfLuUAe8,toys,150.0,16.0,9.0,11.0
64BtsPgRoRNu,health_beauty,100.0,28.0,13.0,12.0
DuXIFifuUdC2,toys,2000.0,30.0,25.0,30.0
Lr7DL3gieI6x,toys,150.0,19.0,4.0,11.0
bOUNSwAgVIzA,toys,250.0,39.0,9.0,11.0
ka8V60xGQPku,office_furniture,8200.0,53.0,74.0,18.0
8pfekcRlqDoS,toys,9450.0,89.0,53.0,12.0
jGCoXj8ReJD4,toys,16650.0,63.0,58.0,24.0
U7u70giDSTPM,toys,1250.0,20.0,20.0,32.0
CNdQ3J2Cc0ta,toys,1350.0,69.0,11.0,11.0
pjN1F9UgpwPz,toys,450.0,62.0,9.0,23.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0
A0Sjw4zsSWtg,health_beauty,1317.0,20.0,19.0,16.0
KVWfcApWMsPn,toys,725.0,25.0,8.0,24.0
IJJL2iT7InlD,toys,450.0,16.0,4.0,20.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0
a6GnieQ7TnDI,toys,2200.0,20.0,20.0,20.0
uqqbrPEb2Kvn,toys,431.0,20.0,11.0,13.0
ZXxKveRYxLpX,toys,50.0,23.0,15.0,15.0
IfiF3xz32fhG,toys,1650.0,40.0,45.0,25.0
Pb29t2XBfP6Q,furniture_decor,700.0,35.0,4.0,30.0
IwZbgTmLGX9I,toys,150.0,22.0,14.0,14.0
4qB80pWDCbzl,home_construction,150.0,16.0,7.0,12.0
2Y98BQOoCIQS,toys,200.0,16.0,6.0,14.0
uocghwQemwIJ,toys,400.0,28.0,13.0,12.0
pwKC4WGEtMsM,housewares,350.0,22.0,8.0,19.0
POprhFC2q3I4,toys,700.0,16.0,7.0,12.0
IfRL2vbXAuCc,toys,175.0,21.0,15.0,20.0
TWsna8wgMHg7,housewares,213.0,23.0,11.0,15.0
irKpznocpsvf,toys,1813.0,67.0,12.0,47.0
4Rr3BXM4WqAT,toys,115.0,16.0,12.0,13.0
JGOgGPSGw9fb,housewares,1400.0,21.0,40.0,21.0
IVnVZmZ14Ppu,toys,173.0,17.0,12.0,14.0
E1OuCUE270Sj,electronics,900.0,70.0,5.0,11.0
lEOLsoHmjRMR,small_appliances,1200.0,20.0,15.0,25.0
x4aDf48jnkNX,toys,600.0,16.0,5.0,11.0
8gfZgqi73hVM,toys,500.0,33.0,6.0,22.0
dj0JydweuZ8c,toys,225.0,17.0,6.0,13.0
S5shnnygPs0S,bed_bath_table,400.0,20.0,20.0,20.0
cIALMvgTWJrb,toys,3450.0,23.0,35.0,35.0
tk5jaxynSXF9,toys,1400.0,46.0,2.0,36.0
6evWQNezEn14,toys,500.0,25.0,20.0,20.0
CgqWWoiVTUm1,toys,300.0,20.0,10.0,20.0
1dUyZhYSrQQM,toys,150.0,17.0,4.0,12.0
tz3e5KHOtJAW,toys,3600.0,36.0,10.0,23.0
BdOxMnOiBZ7T,toys,178.0,18.0,11.0,17.0
HwU8DUhv28b9,furniture_decor,350.0,17.0,26.0,17.0
1xJAx3KtcTzF,toys,832.0,21.0,12.0,15.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
EQjjKszYGNBl,health_beauty,600.0,26.0,6.0,18.0
PxEhLkIZbtpW,toys,483.0,19.0,12.0,13.0
6MlxlfPC1lDZ,furniture_decor,1400.0,20.0,20.0,20.0
ZvfTHMVvaIGc,baby,1000.0,21.0,22.0,19.0
966RhmnMr7HV,toys,200.0,20.0,7.0,14.0
GWvsM9DGpH3t,toys,700.0,39.0,7.0,39.0
cZIsaRG9kmEe,toys,813.0,33.0,15.0,14.0
uqsorFcSpVZl,housewares,350.0,60.0,10.0,15.0
HLGEmPw18v98,toys,1833.0,21.0,19.0,22.0
y55Mfr8pxGcl,toys,870.0,19.0,17.0,15.0
q428wKEXgUDg,toys,150.0,16.0,9.0,11.0
yYxTBtB89ZBu,toys,325.0,18.0,14.0,13.0
FxWMHo3HX73Q,toys,130.0,17.0,4.0,14.0
nNiTYirjAHxA,toys,300.0,20.0,10.0,30.0
Q41oLMIfTrzG,toys,7050.0,20.0,62.0,35.0
OhbdOyYlFoA9,toys,600.0,50.0,10.0,60.0
h16QJKRMa7L3,toys,200.0,25.0,9.0,21.0
CycF4KkdUZcf,toys,800.0,40.0,5.0,11.0
3uOlGn7tBx18,toys,3875.0,95.0,22.0,22.0
izrEzYVXirIB,toys,700.0,42.0,25.0,15.0
n1oWpFbRoU54,toys,150.0,20.0,20.0,20.0
oyHRoKBexOF0,toys,400.0,35.0,4.0,25.0
HsHDTiM6aesG,toys,350.0,17.0,4.0,12.0
fI2ehqRTZExX,baby,700.0,30.0,16.0,16.0
WVwDLQzzGSSP,costruction_tools_garden,1300.0,60.0,13.0,23.0
pu566VnO8DjW,toys,800.0,20.0,16.0,20.0
BbirkGtCbMDI,toys,500.0,30.0,20.0,20.0
Nh4cM5vwtn4U,toys,600.0,17.0,17.0,60.0
Y6z2ccr6ILTJ,toys,3300.0,60.0,18.0,50.0
qQKUactWYBWU,toys,3225.0,31.0,31.0,28.0
GaZtLBDLT9We,toys,4500.0,26.0,26.0,36.0
y953EyMHRE1A,toys,760.0,33.0,13.0,14.0
RuySNTA4Urmq,toys,850.0,35.0,6.0,37.0
m9ysfdC2mCQh,toys,400.0,23.0,3.0,23.0
SFvINLDTzHYZ,toys,400.0,60.0,20.0,20.0
7hhpU4dSXEu1,toys,12650.0,54.0,54.0,18.0
oVbhSOPEbHJq,toys,850.0,24.0,13.0,18.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
JE0PXbfskeB0,health_beauty,859.0,25.0,20.0,18.0
tEo5IQJ8lopb,toys,1100.0,32.0,11.0,27.0
JUZSyxq6s6nI,toys,400.0,20.0,12.0,15.0
YTYjavkoXs9m,toys,1400.0,41.0,4.0,41.0
ZSo1BJ5nIPpN,toys,17100.0,49.0,39.0,17.0
7cBZeckmDIRQ,auto,150.0,27.0,10.0,13.0
I3Eap1TFqrou,toys,6450.0,60.0,14.0,38.0
8RPVxbvn4wxa,sports_leisure,1032.0,17.0,15.0,16.0
4VIws8ixtz0J,toys,200.0,25.0,7.0,16.0
U8IluNH5DCUj,toys,2500.0,17.0,44.0,34.0
pdRmYEfbMGKc,computers,13700.0,27.0,50.0,53.0
qrVYGnsQki4I,toys,1350.0,40.0,6.0,28.0
lYfOZlyrWejM,toys,150.0,16.0,5.0,11.0
z7aDZmyyzV41,toys,200.0,16.0,12.0,11.0
VwNyj61yJfab,toys,400.0,50.0,3.0,25.0
pVUeqrPYwCt1,housewares,1205.0,39.0,24.0,23.0
ptelzwWJuUPc,telephony,300.0,17.0,4.0,12.0
YWxNxMu4wOKG,toys,1050.0,36.0,24.0,22.0
hvOBhSDo9LLZ,toys,800.0,16.0,10.0,16.0
Zji3MKTSCQmK,furniture_decor,1050.0,30.0,4.0,20.0
bOUNSwAgVIzA,toys,250.0,39.0,9.0,11.0
ATu1RgIDA0rM,telephony,300.0,17.0,4.0,12.0
GKdOuHdQrcS9,kitchen_dining_laundry_garden_furniture,975.0,41.0,12.0,12.0
t1I6HSPiyw2U,toys,30000.0,100.0,45.0,11.0
gpYLLEaybRRe,perfumery,50.0,16.0,5.0,11.0
CvR3jx9yfjr8,auto,300.0,16.0,18.0,15.0
R6eTwH8Xzt6G,toys,600.0,20.0,8.0,20.0
qKdBzmQEGR6b,toys,200.0,20.0,15.0,15.0
Oe9RxwZQV7Ks,toys,150.0,20.0,13.0,18.0
axLBYi1XjP6J,toys,200.0,41.0,2.0,29.0
QzG6bjzQMQ01,bed_bath_table,1000.0,43.0,8.0,33.0
Qym25jsQLc6J,toys,500.0,50.0,5.0,30.0
1LoGNpatQYCz,perfumery,400.0,18.0,11.0,11.0
4488ns9hRezw,toys,1284.0,43.0,17.0,24.0
s284eb92Zw1i,toys,1500.0,40.0,25.0,20.0
QswxUPYwgvyE,toys,1500.0,34.0,7.0,32.0
ZnBJ2midz35J,toys,800.0,30.0,15.0,20.0
W2lKvkYjXq2t,toys,200.0,16.0,11.0,12.0
s284eb92Zw1i,toys,1500.0,40.0,25.0,20.0
hrjNaMt3Wyo5,toys,1850.0,37.0,22.0,40.0
7SbxZe82YD4g,toys,427.0,15.0,17.0,14.0
MBt6DfT9Dyde,sports_leisure,850.0,16.0,16.0,16.0
BdOxMnOiBZ7T,toys,178.0,18.0,11.0,17.0
muYklhpQnbjz,toys,11800.0,61.0,61.0,19.0
5fTXUl6kH6nK,toys,5833.0,36.0,6.0,21.0
fxUTfPnhbMWf,toys,1050.0,16.0,10.0,16.0
2CCYYdUAvvAq,toys,800.0,20.0,20.0,20.0
DSbFYUShKk2Y,toys,850.0,16.0,2.0,11.0
LP9yzvAzxDXy,toys,750.0,32.0,9.0,24.0
WKe5YbUmUU69,toys,6700.0,89.0,16.0,35.0
m9WHCJrpvq88,toys,4050.0,40.0,12.0,38.0
WF7EasOIkR3O,toys,900.0,18.0,16.0,15.0
HB1xspfa8xbg,toys,500.0,16.0,9.0,12.0
XQTQ6Ls3DGj4,furniture_decor,900.0,40.0,3.0,40.0
rOpNQUTCy6SK,toys,900.0,26.0,7.0,17.0
pTrK5MYzL4Ca,computers_accessories,233.0,16.0,14.0,15.0
AojFx7GLsIvq,toys,5350.0,40.0,20.0,40.0
brKswOkWPtqO,furniture_decor,650.0,20.0,35.0,20.0
KQY7LsoOUGeH,bed_bath_table,4150.0,26.0,26.0,36.0
grxuLr7MZ2O1,toys,200.0,33.0,6.0,12.0
6Ww1i7qd1Zqu,cool_stuff,1200.0,42.0,25.0,15.0
jzDiEiTl50hx,perfumery,475.0,19.0,15.0,17.0
mczRw36iBJ9O,toys,150.0,22.0,3.0,15.0
O0ehAVKdDrhG,computers_accessories,580.0,32.0,13.0,17.0
MBdxbBKGbuOT,home_construction,1050.0,16.0,20.0,16.0
sOvjf5kqb0NK,toys,875.0,28.0,21.0,25.0
brn4Rl07cq0N,toys,1300.0,17.0,25.0,20.0
pLtrDcZNFdyc,perfumery,325.0,33.0,33.0,31.0
atvap8F3qZ9Q,perfumery,521.0,22.0,12.0,15.0
gGSqLvPGbqH1,toys,1181.0,30.0,17.0,24.0
jXEbnLl3rA9M,toys,1750.0,50.0,20.0,50.0
DrG2rtGCn8cm,sports_leisure,175.0,18.0,9.0,16.0
EG4wDSpFyTth,health_beauty,250.0,22.0,10.0,18.0
DPVy4IkVEwAX,toys,925.0,52.0,21.0,33.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0
KvidPAEAVI5p,toys,100.0,16.0,12.0,12.0
AKdodVzHtxAD,toys,250.0,35.0,10.0,17.0
sYZMuCpsg7hk,toys,500.0,20.0,20.0,20.0
XR6M8392KQ22,toys,4050.0,11.0,18.0,10.0
sVEdl9pdHbnk,fashion_bags_accessories,200.0,16.0,11.0,11.0
8BZDpSwHqfZk,toys,100.0,40.0,15.0,35.0
s284eb92Zw1i,toys,1500.0,40.0,25.0,20.0
eQPB4fxbEHAX,toys,1950.0,45.0,10.0,45.0
9n2VugJXefUP,toys,900.0,40.0,13.0,23.0
xP3x8JTF2Kzs,baby,350.0,42.0,27.0,42.0
ttqRi0oQe9lI,toys,12850.0,60.0,20.0,40.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
Fbtx8c1gFlsQ,toys,600.0,18.0,19.0,18.0
sXva5e1ZoUR0,toys,800.0,50.0,5.0,50.0
aYB3IFCRW95p,cool_stuff,1050.0,42.0,25.0,15.0
Ky1MO8BUdmLW,toys,100.0,16.0,5.0,13.0
JSf9OtrZlVSW,health_beauty,1200.0,21.0,13.0,19.0
24AgwBMFEDBG,toys,480.0,18.0,11.0,14.0
qPvirtCf5zpq,toys,1100.0,50.0,40.0,30.0
bb0Bwu3FLHk8,toys,2025.0,32.0,15.0,22.0
Xxbt0C7AYvqy,toys,1700.0,41.0,10.0,35.0
fH7bzxkN0LMX,toys,7300.0,40.0,40.0,30.0
oUPSEgxoiwyj,toys,850.0,25.0,6.0,21.0
wU106GG6LHrc,bed_bath_table,550.0,50.0,11.0,11.0
Plb1DQu8mkvr,toys,700.0,20.0,10.0,15.0
aEwAXdD6ayQk,cool_stuff,1450.0,20.0,30.0,20.0
0Bid1yfFeSgm,toys,1000.0,30.0,4.0,20.0
l4Ak1k8MYyLW,toys,262.0,17.0,12.0,14.0
wOXCQyEa84Wo,toys,200.0,16.0,16.0,13.0
4CW05knKJ9Ht,toys,2225.0,36.0,11.0,19.0
EG4wDSpFyTth,health_beauty,250.0,22.0,10.0,18.0
ihUWN941SH9l,toys,3000.0,33.0,37.0,22.0
QC0xBA6p9eDE,toys,150.0,16.0,5.0,20.0
YeGiuIl5wEzT,toys,369.0,15.0,13.0,13.0
0mQyiS0fieDG,,5500.0,33.0,22.0,33.0
bFMssPOBJiPp,office_furniture,11875.0,57.0,55.0,22.0
5U6cfohZ27za,toys,11200.0,40.0,40.0,40.0
82DpsHGTLkGB,toys,444.0,20.0,14.0,16.0
fv7KNAysdXlN,toys,260.0,21.0,16.0,20.0
SUNjn8Lc6Cxg,bed_bath_table,1600.0,43.0,8.0,33.0
4UwKcKlDe4Vb,toys,1500.0,35.0,20.0,20.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
MnXkx7R5z9sS,toys,350.0,19.0,11.0,23.0
sDyExUmuvtcY,housewares,217.0,18.0,5.0,14.0
owcxMrN4teAJ,toys,200.0,16.0,2.0,11.0
hrcVVS9a0r9J,bed_bath_table,2150.0,50.0,10.0,40.0
pgyumB5S3C8N,toys,150.0,22.0,3.0,15.0
wOZkL6WpKX0x,toys,23375.0,66.0,43.0,66.0
V2b8KKPE4Dff,toys,1025.0,20.0,11.0,11.0
7dFVvyQvAhCt,toys,700.0,16.0,21.0,28.0
tPlw2QcQOvKf,garden_tools,1800.0,37.0,22.0,40.0
rznP9qlGY72p,sports_leisure,200.0,20.0,15.0,20.0
1bC1cByU53lg,toys,1150.0,22.0,21.0,16.0
fWVGVg0I9HK2,toys,1500.0,50.0,40.0,30.0
WWvZgVkoxwL8,toys,100.0,18.0,3.0,13.0
VlZ2bqCok040,toys,4267.0,46.0,39.0,22.0
ZoEAzvOgLJ08,toys,300.0,17.0,4.0,12.0
8hDSu1ubFo2B,health_beauty,550.0,17.0,9.0,13.0
bXSxvy6jL1DU,fashion_bags_accessories,100.0,16.0,13.0,11.0
Jhcat9WVor5r,toys,1050.0,16.0,27.0,16.0
ZSGsGxlGmnXM,toys,1800.0,31.0,35.0,30.0
tHPavTpCiXx0,health_beauty,200.0,16.0,4.0,16.0
HZCv4KjjiYJt,toys,250.0,42.0,2.0,30.0
DWI07vcxaNPj,toys,3100.0,45.0,28.0,26.0
E40rvgfxniUO,toys,5200.0,20.0,30.0,30.0
Ul1G12pEBeqs,toys,1300.0,39.0,14.0,37.0
fRSVOGeZ0ad1,toys,100.0,16.0,5.0,20.0
GRC9UtRxHzUS,toys,2300.0,20.0,17.0,20.0
yC8GTlBDlTbh,toys,550.0,40.0,7.0,50.0
tGwy2LOdcPd0,cool_stuff,1250.0,42.0,25.0,15.0
N66OM45Ql34L,toys,600.0,60.0,7.0,14.0
jpsuz9k3RIIC,housewares,3500.0,36.0,30.0,32.0
EurJYuMniSRE,toys,1225.0,27.0,26.0,26.0
F73bqxLOSLgM,toys,208.0,31.0,7.0,20.0
qHjDN5wqbhqm,sports_leisure,200.0,20.0,20.0,20.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
4vZDTJ5RD5fx,toys,200.0,25.0,7.0,16.0
BFttSmx0uX3O,toys,350.0,17.0,4.0,12.0
k1G4RHt3R7Nk,toys,950.0,20.0,35.0,20.0
FYAUCZpuHop5,sports_leisure,350.0,31.0,18.0,18.0
3EEGysC7YO2u,bed_bath_table,1550.0,30.0,5.0,30.0
hV1tyzZAbXaB,toys,5000.0,40.0,40.0,40.0
8RPVxbvn4wxa,sports_leisure,1032.0,17.0,15.0,16.0
LwyqrMgf1MvI,housewares,917.0,29.0,16.0,16.0
9RgMq5eVloUQ,toys,1200.0,42.0,25.0,15.0
tQaGRnqt27OZ,toys,1600.0,40.0,20.0,30.0
OgFsXfUVOCqT,toys,850.0,22.0,8.0,25.0
10Xm2aH1dSPx,small_appliances,3150.0,37.0,30.0,21.0
bmxuFbair4Vg,toys,150.0,20.0,20.0,20.0
IJJL2iT7InlD,toys,450.0,16.0,4.0,20.0
gujtuqyo2GS9,toys,500.0,25.0,10.0,20.0
YT2Pv24I4iDi,toys,150.0,18.0,6.0,11.0
zzAwwmdTzozz,toys,5200.0,50.0,20.0,40.0
kpaWBO7LJ3AD,toys,560.0,19.0,13.0,17.0
AMKIgKd1s17B,health_beauty,200.0,22.0,10.0,18.0
ktHbaUWLPcUG,toys,150.0,16.0,16.0,11.0
CpeCg2UGCL6P,toys,250.0,40.0,4.0,30.0
LdDNb5R4HLs9,toys,1700.0,70.0,10.0,100.0
TljOZh7hsXqb,toys,825.0,52.0,18.0,74.0
AmhKOX7rcuMy,toys,50.0,16.0,5.0,11.0
Er3PgKYD3ktr,health_beauty,1255.0,18.0,17.0,16.0
KIHXdhxz5CcS,toys,50.0,16.0,11.0,11.0
x5H5Ahd8Pfup,toys,88.0,16.0,7.0,12.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0
GHIiBjW8k3Kb,toys,450.0,16.0,11.0,20.0
pLu4ZqWQKKuG,,3000.0,33.0,40.0,22.0
6q5hrm2Sm8bM,,1400.0,35.0,3.0,35.0
lBKxa7t25wzJ,telephony,250.0,16.0,4.0,20.0
8my0KrjzFiJz,toys,200.0,20.0,20.0,20.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
q03M0iilJ5HX,toys,1450.0,18.0,18.0,16.0
EtByr6hYFH77,toys,850.0,25.0,18.0,40.0
IyNViJ3lVd6o,toys,9100.0,38.0,28.0,33.0
TjxnDRNjfuIT,toys,3350.0,62.0,20.0,40.0
XxFHxIp1JZpt,toys,12050.0,22.0,65.0,40.0
vytQ6ANI9Nqd,toys,250.0,30.0,10.0,30.0
ZGiWs1UKMLSA,consoles_games,350.0,20.0,20.0,20.0
sCONCvmO1cEY,computers_accessories,6550.0,20.0,20.0,20.0
ZUBR7Bz5pw55,toys,500.0,40.0,4.0,30.0
dwytG9eu0Vjc,toys,300.0,39.0,9.0,20.0
nrJQxCb5DDLX,toys,200.0,22.0,7.0,16.0
olMPvsBdC91g,toys,450.0,100.0,12.0,20.0
FY04OAzGwGJK,fashion_shoes,500.0,29.0,7.0,16.0
kbqFsnPIIBjs,toys,700.0,62.0,15.0,15.0
XQiTy1cY0XoM,toys,450.0,38.0,12.0,14.0
sVeVASd4RmIv,toys,9400.0,59.0,43.0,43.0
2CCYYdUAvvAq,toys,800.0,20.0,20.0,20.0
9dEYeXmJeIyy,sports_leisure,150.0,25.0,25.0,25.0
Ez9srfz3jOkb,toys,1850.0,19.0,16.0,17.0
pwKC4WGEtMsM,housewares,350.0,22.0,8.0,19.0
fvckx1KMCsDq,toys,500.0,22.0,6.0,16.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
863KbNA2SJDW,toys,900.0,30.0,30.0,30.0
SLANLZkCbYI1,toys,150.0,16.0,12.0,12.0
UrYvAjoM7Yzs,toys,1000.0,31.0,6.0,33.0
2GsIOmV3yHqj,toys,2200.0,32.0,5.0,22.0
EKwYrnOsdu40,books_general_interest,2200.0,19.0,26.0,11.0
F1FBNZnox1VK,garden_tools,16400.0,100.0,30.0,30.0
Um1Ogz97djW5,toys,717.0,19.0,17.0,14.0
