order_id,payment_sequential,payment_type,payment_installments,payment_value
r9TVp5XziB8B,1,credit_card,5,84.2
Jmy6Cq3iRTo5,1,credit_card,3,118.99
Z9SlEirU4Ef8,1,credit_card,2,284.06
PAbXiKIfJnIm,1,credit_card,1,258.98
mENAWoseyzwD,1,wallet,1,268.53
oCc6FEMfO8mh,1,wallet,1,221.29
myZzpZTtgp7X,7,voucher,1,1053.84
eTvp3kFnb1r1,1,credit_card,2,151.94
o3m5fGYRJlb6,1,credit_card,1,406.67
KhvrSIPXqdDc,1,credit_card,7,984.2
CEhXIfICuWzJ,1,credit_card,6,288.33
YXT2pbrl6VO4,1,credit_card,4,133.52
bXed5kAGk60f,1,credit_card,5,84.34
1yLXgQzGv8Iq,1,credit_card,7,409.5
1ZgqJ7RUvWgC,1,credit_card,3,200.06
FKavlkQ0mGOx,1,credit_card,1,56.01
Uv7e6fyNWmAE,1,credit_card,8,160.79
kC1AovKdSIy0,1,wallet,1,816.36
JM0XoiapGrTm,1,credit_card,2,53.28
HUel40Z35Zx1,1,credit_card,2,224.82
i2iZwXshWyu2,1,credit_card,2,84.84
6vo3m2rYpwMJ,1,credit_card,1,299.79
2eQUXxtjv0Cb,1,credit_card,3,139.59
F8UrNrvfLeny,1,voucher,1,798.02
GiFxv5wTBykz,1,credit_card,8,240.78
E0ciYqjHHskA,1,credit_card,5,71.0
KqqFGnHZEEG5,1,credit_card,1,190.04
1OV39sSQj7bQ,1,credit_card,1,230.0
xxb8kGmHTgko,1,credit_card,1,372.0
wVm4CaoGMRns,1,credit_card,3,405.83
zRFm0Da5byl5,1,credit_card,2,106.81
hKMsE2aDnplJ,1,credit_card,3,163.8
o1u5DjunYW7n,1,credit_card,3,211.44
mPdJSLOXb2oD,1,credit_card,1,190.58
mmGkR0z8w3ZU,1,credit_card,3,159.42
7rBA4SGM1Wcz,1,wallet,1,125.78
j58pHj44YXYs,1,wallet,1,9.18
Q7stqYEoFa0M,1,credit_card,3,394.83
KJbZda1OVOUk,1,wallet,1,0.97
R8Q0nv2cVrS0,1,debit_card,1,767.33
k9VJ2Ae7STu7,1,wallet,1,152.54
t7z6Sj7IdAN1,1,credit_card,3,305.0
T5vxPzj3A4th,1,credit_card,2,215.31
qqR1EROnO7ZF,7,voucher,1,4.44
kXenfTnWoCM4,1,credit_card,5,405.03
bZQUr4uvrNSF,5,voucher,1,133.7
S7qRqoybHRNi,1,credit_card,1,667.71
YzM1ooxifOOQ,1,wallet,1,29.89
rpnKB6hCEMoG,1,credit_card,8,71.96
4lrucq7U7BJq,1,credit_card,1,96.12
q1LLYHcoR4R8,1,voucher,1,59.65
qUAWH3JSnHz0,1,credit_card,1,347.83
UjAlgVUhDJwz,1,credit_card,1,122.02
wYH93p3pG5bL,1,credit_card,10,204.92
PoMAJgm8PPFu,1,credit_card,5,4764.34
GKS3gef7GVWH,1,credit_card,1,350.51
eBdYMQ0jye2m,1,credit_card,2,23.84
mouPSxXxxTkb,1,credit_card,5,625.86
OdB1cLxLjynh,1,credit_card,2,81.55
54hNQz1cXMHh,3,voucher,1,1468.45
wGlsgxRsh7Ua,1,credit_card,1,689.93
VZZYbaBBHj8Y,1,credit_card,1,567.57
UYwK1nbm90x1,1,credit_card,3,178.67
oTQuKhw5unee,1,credit_card,2,528.62
Mh7AneY6IiSF,1,credit_card,3,171.92
5SYwASsCp9zn,1,credit_card,2,367.22
OMUSgG2fExD1,1,wallet,1,151.2
6WNLDlr4id5v,1,wallet,1,159.69
0mkdQbbEKrZP,1,wallet,1,98.85
rvweb4FI1BEm,1,credit_card,2,163.31
x0TqhXdJKqps,1,credit_card,4,121.33
RuEarNCip7sn,1,credit_card,1,187.06
JikqNzLjrN6G,1,credit_card,2,174.16
zbp6SRtDZDwX,1,credit_card,5,383.24
xCynny1Eg6lR,1,credit_card,3,177.86
WRuKvwsINDCI,1,credit_card,3,742.93
up03fyLuLG7i,1,credit_card,3,68.87
66NTCovgLcOO,1,credit_card,3,333.15
Wj32iH5w9ZUe,1,credit_card,1,307.79
6GlOZad2eCf4,1,credit_card,6,28.19
IqiCMGkosaml,1,wallet,1,154.23
iNd5JPWxIB3f,16,voucher,1,352.02
Ve9QMgDXch2a,1,credit_card,5,57.38
P5UmF9g6j328,1,credit_card,1,41.15
fK4hgcf0xomt,1,credit_card,1,219.91
hdccbEOJ68x0,1,credit_card,2,161.06
hClATZ9NXyQ4,1,credit_card,8,303.06
knbYhoNC75xp,1,credit_card,1,408.97
eTQ99iAC0KE8,1,credit_card,6,389.8
TCNlq1lnb1we,1,credit_card,3,352.29
ncK5DOuU2DnI,1,credit_card,3,171.09
FUFI3Snt2AuV,1,credit_card,3,257.04
edNcmo1bFbyd,1,credit_card,2,291.66
FnOrEIZGi4dl,1,wallet,1,232.47
FtPvo8cuQcZW,1,credit_card,5,296.36
wAS14wwGO5De,1,credit_card,3,359.54
W9bNNUfICghG,1,credit_card,1,217.3
JNvLJVFuZSLZ,1,credit_card,1,45.53
HGDPbRRhOr9L,1,credit_card,5,140.34
NVJWTvh96tt9,1,credit_card,2,416.87
BZMhzBlWrM1E,1,credit_card,3,190.04
dHgC9NJmCOee,1,credit_card,1,22.24
eaItEQP6guJg,1,debit_card,1,40.15
N6Wt0ScaJxlv,1,credit_card,10,77.5
EU3dsE40oOl6,1,credit_card,2,204.38
kX0frCIHfirR,1,wallet,1,585.95
tw4r2J1stDSv,1,credit_card,1,389.31
5kIP8yIbkxjr,1,voucher,1,634.91
HrmqYEkGxTLY,1,wallet,1,3.13
npEmYs4L5oI6,1,debit_card,1,0.59
Ve30A3IJah3m,1,wallet,1,509.2
kgvpuy0jdohV,1,wallet,1,847.82
Azbc61V1TpR4,1,credit_card,3,641.2
rX6EhXlinxXT,1,wallet,1,152.27
gNyVSFmUcBkB,1,credit_card,1,181.69
YAJtjM7Dq71f,1,credit_card,1,50.08
TYDigdg8pBZ4,1,credit_card,1,69.66
IIdw8baE1oun,1,wallet,1,463.78
ArN8kwInqBn7,1,wallet,1,27.38
9vjD2svzztPp,1,wallet,1,90.79
MeQ3yEm55PsI,1,wallet,1,137.22
ImLY9Eg7f2oJ,1,credit_card,1,303.68
7Djuer3zJsyA,1,credit_card,3,26.83
LuZrDNJWiqHv,1,debit_card,1,38.39
eSWdicUH5glE,1,credit_card,1,230.57
TPbTmCOShUWS,1,credit_card,1,275.47
gi6tTLGE3lNd,1,credit_card,3,158.55
qb18WcABas9h,1,credit_card,5,58.87
PC6gDosG1sBy,1,credit_card,3,76.76
jCStiKMZK1G7,1,wallet,1,147.74
HSlGik34VGKN,1,credit_card,1,117.27
L7HXwfviyNCH,1,wallet,1,721.74
ITkz8RsSls8N,1,wallet,1,246.87
sPWqLL4hbpXh,1,wallet,1,372.56
BqzvYCJb3J5N,1,credit_card,3,128.01
nq3wmBKCFkQu,1,credit_card,5,1020.19
UrEIbkOhpMin,1,voucher,1,307.3
1b3QEDXjuSRh,1,wallet,1,329.65
v5VTDZnG4YX9,1,credit_card,1,620.68
Gmr5gLioyPwo,1,wallet,1,106.98
Fxpo2RpELhaz,1,credit_card,1,80.44
271o0riUQzS0,1,credit_card,8,563.28
LEiiRWDn3bOC,1,credit_card,2,51.29
18RuJBlhXzOg,2,voucher,1,1843.85
TEZDoeNhZGer,1,credit_card,3,259.87
R26ZP2YCvkZx,2,voucher,1,36.13
gFV2m6MCD1wf,1,credit_card,10,7.64
C23rq9Zlh5oB,1,credit_card,5,24.81
48WLjYwqD6wz,1,wallet,1,571.16
Ka3eOWkM0Kjb,1,credit_card,4,233.51
vcUtW3hFRdLK,1,credit_card,7,1125.58
ow1UsBZ4pFPf,2,voucher,1,275.76
JosJQjySLuR0,1,credit_card,10,281.51
hyVkar4nKEXA,1,wallet,1,213.46
fc43QBGii2hi,1,credit_card,3,135.28
Y01ePpPx1j7L,1,credit_card,4,277.25
b9prnMcqVe7i,1,wallet,1,153.17
4XxWOe6gqX5W,1,credit_card,4,56.58
V66FCC3RwnCl,1,debit_card,1,385.68
f3DN7sDZPXyt,1,credit_card,6,19.36
MmYIzfb7RCid,1,credit_card,1,157.72
cX6ttW2oRA0X,1,wallet,1,279.54
3123VUTVUVti,1,credit_card,4,91.67
Ty1fhkAkPRSm,1,credit_card,1,47.82
6oFompnRoYhG,1,credit_card,9,159.89
mxUowT6VW6Ff,1,credit_card,1,236.88
TqGYtDIb9b0g,1,credit_card,10,423.62
MSe2CsTdQU4o,1,credit_card,4,160.5
5SUi3dS5TJNM,1,credit_card,1,54.97
eRt4ez7EXIql,1,debit_card,1,224.21
AedZmFN1UKz1,1,credit_card,3,332.16
HQF9FNtV5xiE,1,wallet,1,338.52
2TO0ZjCvm65d,1,wallet,1,313.09
wX0N4bZQrHN7,1,voucher,1,1963.14
CeZ5SiCPozCL,1,credit_card,1,26.05
DkdEhjcbXnm9,1,credit_card,4,164.6
oMlwoCJixq3N,1,credit_card,10,233.55
pC1pTuiT5mSc,1,credit_card,1,224.05
LU1AsDdyCgdo,1,wallet,1,94.39
OcHYerREhCu7,1,wallet,1,636.18
vyl2bjLDgqMm,1,credit_card,1,119.69
ev0znc9UMvud,1,wallet,1,160.22
9HEVpY8bxQIh,1,wallet,1,188.1
iv5zXwfdgTAG,1,credit_card,1,629.27
tvdkfsOIQaL2,1,wallet,1,403.95
P5WJ0Rt1tsPT,1,voucher,1,37.1
3ZKvXCnF8ZBR,1,credit_card,1,218.54
kBj0SuxL6z9G,1,credit_card,3,148.49
OmsxUdN5roeL,1,wallet,1,62.46
fcJ5HxSkqMaq,1,debit_card,1,271.58
9GhLuxQw9lZr,1,credit_card,2,195.4
EFMW3ySTTem2,1,credit_card,3,297.32
D6vbWYzdI9XY,1,credit_card,2,260.64
irb41EpTzAGK,1,credit_card,3,330.69
r3Pkhmo8DsaU,1,credit_card,1,59.05
TMjVoo5WAYPO,1,credit_card,8,162.28
ZxjdIdyuRiMc,1,voucher,1,124.26
b2muty0fUusM,1,credit_card,2,198.1
x2qPZguzcDus,1,credit_card,8,38.72
9DAFHv9eKQv1,1,credit_card,10,251.04
pjgYN3TdMTpJ,1,credit_card,2,808.88
KeSpHc5ybWZO,2,voucher,1,40.7
44sjJSrxwWzU,1,credit_card,9,166.5
W19uwgIfw4wP,1,credit_card,3,255.24
mQTCcaOydPtY,1,wallet,1,184.12
apNIc6mlE1Hg,1,credit_card,4,120.82
xKfyREVfsNmZ,1,credit_card,3,164.09
B3eFwmRZkGhj,1,wallet,1,251.16
sRjhGo9oeArQ,1,credit_card,3,88.93
F3h2nDoc63IA,1,credit_card,1,530.16
tIf1DpI65BbX,1,wallet,1,86.57
Gtyzy9quBjjD,1,credit_card,3,97.26
pVwVDitEwOsR,1,credit_card,2,94.53
wZm4TsfJOX1a,1,credit_card,1,372.14
swY06W9ZBD26,1,credit_card,5,211.67
oOkmktHXcnwQ,1,wallet,1,192.33
7rzjrjt3Rjqm,1,credit_card,10,329.95
JAQirK5hC3Nz,1,wallet,1,300.56
ncuhASyPg0n4,1,credit_card,2,315.4
4lYiJDPlDIOT,1,credit_card,1,381.88
LXWwJTSbxJaM,1,credit_card,3,172.71
8Fgy5Tt3wlfo,1,credit_card,8,106.17
c6EX1ZVO7FR3,1,wallet,1,126.72
MBr1pV4GAi1U,1,credit_card,6,90.74
Rttl9xk3KLf6,1,credit_card,1,255.24
XRcMcQZyNZMy,1,credit_card,2,7.9
X7EGKtIrarMp,1,credit_card,1,189.68
ZWqOERhJZ5SQ,1,credit_card,6,678.17
BrpX2hHDl463,1,credit_card,1,61.37
V2O1TCmafD2A,1,credit_card,1,13.45
GEGVHg3AZac5,1,credit_card,2,166.7
NDY037JBYu4u,1,credit_card,3,146.76
48OOXxWbskGN,1,credit_card,1,441.11
wOzgyUfAZzwf,1,credit_card,1,1517.7
IqLpLRjNg5z6,1,credit_card,7,159.81
0IrOVJiKWwgU,1,credit_card,7,210.96
4MHrUB09OJKs,1,wallet,1,387.27
qUpsPvHlFm44,1,wallet,1,187.06
g7XdLW3c2l4J,1,credit_card,6,65.44
z5r5PzGnG9Iz,2,voucher,1,30.97
P7EBCGuAk8ys,1,credit_card,2,121.4
3lqnLWXdB2hl,1,credit_card,1,51.23
vYOPPWSKvmHO,1,wallet,1,149.15
CoKmv5nua3oT,1,voucher,1,103.01
YYNZ9F4npET9,1,credit_card,3,222.97
dHgtJmYGIyly,1,wallet,1,820.35
v90t2lxLbSfi,1,credit_card,3,111.85
LjM7QtM0YFMz,1,credit_card,2,158.58
ELLshzdP0FDo,1,credit_card,1,213.54
8OkBWy58KT0e,1,wallet,1,426.09
IOYFuuPUb4iJ,1,credit_card,1,1.99
jpTUwTerSjKv,1,wallet,1,63.42
C6AFxZOmfYt6,1,credit_card,2,75.69
AjQNlG3w1NmA,1,credit_card,4,313.72
wiTOkgIvqvle,1,credit_card,1,162.57
1phN7BjyoU55,1,credit_card,2,55.88
0LG9MPBe378T,1,credit_card,2,169.89
qvYY53hJBB8o,1,credit_card,4,188.77
jfKbximAtqFy,1,credit_card,3,46.59
MfuxQzVv35NS,1,credit_card,3,343.57
8j1q1ZMyl346,1,credit_card,5,168.66
Jj3iR8Wyowhj,1,credit_card,7,15.8
WN8PCnryBhYE,1,credit_card,5,175.4
1heO4ICOXtxg,1,credit_card,4,166.02
8JurGCZILcRV,1,credit_card,6,75.47
cyhFH96skebh,1,credit_card,1,114.67
M8dOp6o2FXAt,1,credit_card,3,2055.84
8aFFVjrRXhiD,1,credit_card,1,193.53
PVc7zkUhMSyf,1,credit_card,3,61.99
1T0Ko27Abx4p,1,wallet,1,284.06
b3Dxop1noo07,1,wallet,1,24.7
znHc3ZlwT7O9,1,credit_card,10,93.02
qdII29HZJj1W,1,credit_card,1,1657.11
hWhru9y6oIwU,1,credit_card,2,218.87
weyMTQ774eMI,1,credit_card,4,354.64
JtKewRc5BWwA,1,credit_card,6,221.39
cyjigbVrcMol,1,credit_card,1,477.71
NkiyvM2kt8SV,1,credit_card,2,438.64
9dHU6rtBclJL,1,credit_card,1,174.91
zvhIH60DJc4J,1,credit_card,1,251.98
7mPaNAcbXdpk,1,credit_card,1,344.74
QP5k5ftDkliE,1,credit_card,4,120.51
5RjAql0cu5yB,2,credit_card,1,428.49
f60JQF1FwOTk,1,wallet,1,186.72
ZfzffCzQB9fz,1,credit_card,1,1157.19
9Nw9vtPlEA7p,1,credit_card,6,561.78
RclScdTidzY4,1,credit_card,3,602.11
daTZc9LGgoin,1,credit_card,4,228.94
2rIbd7OaBUDW,4,voucher,1,190.95
I6hYxNIVhLFa,1,credit_card,6,192.5
aEYFFXL2kWee,1,credit_card,2,443.6
Ea4DfxmZ1Fdg,1,credit_card,2,292.96
WeQraWb2bX8Q,1,credit_card,2,37.41
EPb1sy0gmsSp,1,credit_card,3,52.8
MMAcRpSYHvYD,1,credit_card,6,288.06
YUTkIVlpTEAc,1,wallet,1,748.24
OIX1YAxTn3Gg,1,wallet,1,286.66
42GgOet7YcCa,1,credit_card,5,130.77
CnzoFC1zwXH5,1,wallet,1,329.14
QDr74Di43fXZ,1,credit_card,1,328.95
hMwltpd2ThRp,1,wallet,1,613.25
SL0xUJVVWUMi,1,credit_card,4,40.97
CE1Ewegt7X7E,1,credit_card,4,228.94
uQJYCgOQcri3,1,credit_card,2,73.68
MXoDsqQ9bLt7,1,credit_card,2,148.22
nFzHLT1PWSG5,2,voucher,1,148.87
20whYOIZag7i,1,credit_card,1,19.18
BKWl3hlKti1S,1,wallet,1,319.37
VoMx1ChhhUYw,1,wallet,1,185.84
YibF0hm5JDK5,1,credit_card,1,328.73
zt4bAG85lzHk,1,credit_card,3,274.24
WWuiAoT9W58g,1,credit_card,1,143.9
NJNY28E54mG6,1,credit_card,10,384.23
Ugc5Xvd17N9C,1,credit_card,1,982.41
7NL8JJa3UWZr,1,wallet,1,9.68
p5wJoW9pZddk,1,credit_card,6,158.74
DXANe3RmN8mK,1,credit_card,1,294.3
JdtNl0CEgwUw,1,credit_card,2,165.29
Kin38oGjauzM,1,credit_card,1,207.67
tcOSO9XaKKSL,1,credit_card,1,251.98
i0fNWcGOVoBY,1,credit_card,5,208.57
drrVCnzwTObf,1,wallet,1,928.7
TUwmqiwJOAqU,1,wallet,1,66.41
Aj5GAuYd8k1v,1,credit_card,10,359.5
2tGrwA78p0k6,1,credit_card,2,211.57
DT3kNjYeQXuk,1,credit_card,2,211.44
9Lx9jJnKoCbR,1,credit_card,8,10.92
TLewAMP4NVgI,1,wallet,1,154.18
LUOHOzokRQrU,1,credit_card,8,2114.63
WdTh79Q2On9n,1,credit_card,1,698.1
n0pvzFnlzvxJ,1,credit_card,6,125.09
8uQylmH9XWxD,1,credit_card,1,111.99
12KGa8XN79ia,1,wallet,1,170.57
xWfLb0Zd47Bn,1,wallet,1,811.77
wmvURIMOt0I7,2,voucher,1,246.5
5EODpyRDmcJ9,1,credit_card,3,53.53
21OuRxE4v13I,1,credit_card,3,38.51
eqPJaE96YkaM,1,credit_card,4,194.92
R2UCY75PrvDK,1,wallet,1,142.1
2ZD1ahPajspx,1,credit_card,1,109.67
dw7rYAVcRKGf,5,voucher,1,34.87
NAbsYuVAoCwF,1,credit_card,1,420.86
fj07LtCakjmz,1,credit_card,1,215.7
jFCJT7aGcM9Y,1,credit_card,6,83.41
KtzqaK5zKBE5,1,wallet,1,351.25
ZaqzdQQMFf1O,1,credit_card,4,19.08
BYPl3vOjkgKP,1,credit_card,2,484.76
UI0RKZzXsMik,1,credit_card,1,478.56
yPzLZSBGI7kn,1,credit_card,8,114.81
v7hZ4XEZCCol,1,credit_card,1,72.79
jVNvfoOLaSyv,1,credit_card,4,469.78
p15Yzis6kiR0,1,credit_card,2,98.43
OlhNlUN3UbN8,1,credit_card,2,74.72
lxoY5NZ8lO91,2,voucher,1,195.38
ZoqRwqBssQNZ,1,credit_card,3,54.35
ZfUpxqpaXRoF,1,wallet,1,128.65
Jw5w0CWDEkEu,1,wallet,1,115.74
esdcZYE7wj1T,1,credit_card,5,1137.11
gqjgBcZAGMHv,1,voucher,1,125.78
xj3GjyzvnQsp,1,credit_card,1,171.86
rc6AMcOfqvxp,1,credit_card,2,99.24
Qn4CDwLEoWuV,1,credit_card,2,158.58
7MdWKFEOVv88,1,credit_card,1,88.91
OM8ncABXPriA,1,credit_card,3,147.37
LSPmp1D9Rr0I,1,credit_card,1,98.93
9NL06XAlpAVT,1,credit_card,1,1416.7
aHAH43wD8lMK,1,credit_card,1,98.46
X5MUT9eZpMJo,1,credit_card,10,372.08
ovm4X7jsgpMy,1,debit_card,1,121.98
3kHtv0S5FGSy,1,credit_card,1,702.07
b73RclxQWekO,1,credit_card,4,198.89
IUiZJ02PdNtB,1,credit_card,3,236.86
xCIBfkrH4Etb,1,credit_card,1,139.68
dsV6MC83CozZ,1,credit_card,2,559.26
zR0X1YdqZg0Z,2,voucher,1,37.62
sQQyMvLxycSE,1,wallet,1,176.39
JereREezY5Ud,1,credit_card,1,74.24
h7qidRwMxqyj,2,voucher,1,795.95
PXo7zGiXJtQB,1,wallet,1,167.26
McrQSuM7oCQM,1,credit_card,10,354.01
SjHFYeiYbUVZ,1,credit_card,10,207.24
cbwoLXzbTTsX,1,credit_card,1,251.94
Tp06dAbu2GCN,1,credit_card,5,608.88
wzefrcQHUUyQ,1,credit_card,8,32.19
paTK3i4FWbpA,1,credit_card,3,418.55
RdPUa291uZpc,1,credit_card,2,151.59
vn0xe1cAGEy8,1,credit_card,3,128.19
9QeXIGFyDikz,1,credit_card,2,8.96
Fb6JgFvdnBiE,1,credit_card,6,256.34
4DU1G6m5TUqO,1,wallet,1,108.45
fkfXK1Kvyezk,1,credit_card,1,5.5
RIpPepJ7Qz07,2,voucher,1,132.13
BVhIBaathc3Z,1,credit_card,10,122.22
UhwK44P2h8or,1,credit_card,2,228.69
kXqVEIR5xcgs,1,credit_card,1,240.58
EkcR2MAfRuzG,1,credit_card,2,80.82
g99PXSm2JJY0,1,voucher,1,406.58
bK0pTIMXyCK0,3,voucher,1,100.08
OjoeCQN3yT6j,1,credit_card,4,344.03
9Ngv5tNqZnAp,1,credit_card,3,279.15
wF1KG8QDmOuU,1,wallet,1,234.75
lM3e0CV6L93W,1,credit_card,5,531.42
L2AjDeiyf7qH,1,wallet,1,232.7
tQtnb307JEde,1,credit_card,4,364.46
zOZQDplvLkOG,1,credit_card,3,9.93
9c1ARPzjfF7a,2,voucher,1,151.04
L0MKhojZTirY,1,wallet,1,92.39
RTUiNc1Ev7w9,1,credit_card,6,610.96
qkpptoWWiOi2,1,credit_card,2,1160.77
3S1bqUFgnWsb,1,credit_card,1,261.35
zVEr6exw4GUU,1,credit_card,8,334.46
dL75ikKBwfTr,1,debit_card,1,27.38
P8o3XpGNjXax,1,credit_card,3,153.27
Jg0UXPPHQHOy,1,credit_card,2,225.17
v2dWtEu7qm82,1,credit_card,3,266.04
avAvkOFN1T8e,1,credit_card,1,161.25
05v3vLnAE2h8,1,credit_card,1,416.59
enfBn5Ni2StM,1,credit_card,4,133.35
miOiInQAYeDg,1,credit_card,1,81.53
o0xYx9vWizzJ,1,credit_card,4,92.61
zoTDzD4pPJt1,1,credit_card,3,120.64
FuPJVzOPdEiF,1,credit_card,4,155.6
3b4GWIwAXbmV,1,credit_card,1,5.09
hQ0Q0UGCmhIw,1,credit_card,3,30.17
fD2a8m5JfrRt,1,credit_card,2,829.08
CAIhFRkLVYZ9,1,credit_card,10,130.8
CSWgEv7PVX2a,1,credit_card,1,285.79
bvHsMDjvecGb,1,credit_card,3,43.92
uzuRR5aA3MAd,1,credit_card,6,1803.24
TsF63KXO3Fwm,1,wallet,1,162.6
xGwPZmgofPHD,1,credit_card,10,71.89
chpsNDvS5H5J,1,credit_card,4,293.66
YY2gEazl8EEn,1,credit_card,2,325.57
Vcf7CdQrwrxP,1,wallet,1,219.46
Pn167elbvUTq,1,credit_card,6,1.62
UGaKSUHLkjWe,1,credit_card,1,10.08
uNSseX6woLut,1,credit_card,2,26.84
z9v1tBRFNozu,1,credit_card,2,76.6
D6jSn0MSV3MN,1,wallet,1,141.17
NCQ0w8BijSni,1,credit_card,3,665.87
FL9jhg1s7x94,1,credit_card,2,535.07
agAYq99qghxX,1,credit_card,6,459.5
QReP4OLYH0Ka,1,credit_card,2,505.68
TesPsuoEehGU,1,credit_card,6,14.27
PxgqWouxNIEz,1,debit_card,1,375.74
1KVAtnogHgZ7,1,credit_card,3,88.75
jwjoJSyS9YKZ,1,credit_card,10,29.84
RxPHI51r1Cnf,1,credit_card,3,294.88
XCLP8L73hB4M,1,wallet,1,706.19
J5Ls2WhnhgX0,2,voucher,1,38.5
W657hNPDalq2,1,credit_card,1,45.98
ZLc6i2PNnGnb,1,wallet,1,446.4
xXDbU60tfijo,1,credit_card,2,159.8
q14k9xHjgNPg,1,credit_card,1,38.47
dRia74HG8iUL,1,credit_card,2,120.05
KRAhnQBlv2XX,1,wallet,1,279.38
n700OQvk1NpS,1,credit_card,10,211.44
ovJ5j2EWhMO5,1,credit_card,1,8.96
PZfTBlmZzO96,1,wallet,1,285.26
4g7cawu9dNoQ,1,credit_card,1,140.4
Dec061f4pheU,1,credit_card,2,99.9
vGalM2J9K01G,1,credit_card,5,35.25
LoveGeWesZL6,1,credit_card,6,54.29
LivjE2xzboI9,1,credit_card,1,203.57
696JoXRnXHcn,1,credit_card,2,48.2
WCVUUfpDnWOW,1,wallet,1,2438.51
XY0v1CNgouhO,1,credit_card,3,395.58
DrugBCmDb0Zv,1,credit_card,2,424.62
pjKzmNr4pIz9,1,credit_card,3,65.37
sVF1faXwPYdy,1,credit_card,3,180.95
OjD3N3xVsPRk,1,credit_card,2,62.04
jb4POhce58gl,1,credit_card,10,97.18
yHEqyfDulObE,1,credit_card,1,326.09
sp6m6dSybuDR,1,credit_card,1,134.5
DVM6RjJatAhW,1,credit_card,10,268.5
3vFiC76gumoi,1,credit_card,2,107.94
zAsgE5dH4I7j,10,voucher,1,187.91
w9N48EQTPiOq,1,credit_card,2,442.51
AaS4Ml6IAGBK,1,credit_card,1,64.91
ct95eOgvRiZr,1,wallet,1,66.14
1ZvzlYV2bEQM,1,credit_card,3,170.84
ZozwH8VHWAoo,1,credit_card,1,393.84
XqIsOsTyOq02,1,credit_card,1,164.04
5yi45YrJO1oo,1,credit_card,1,106.19
Czemv6z9KKx4,1,credit_card,5,1570.79
SsmOO9VJ0fDF,1,credit_card,3,322.55
4ojiUnr2OTQ0,2,credit_card,10,308.58
YJALEHNUqUzV,1,wallet,1,210.72
NkPLFUPgzGnl,1,credit_card,5,26.84
XTq12QKiZa8A,1,credit_card,4,27.86
yjDvnUiFnEZS,1,wallet,1,375.43
Ld73Zb8noQZF,1,credit_card,3,662.62
v6mkVGGBcwlj,1,wallet,1,332.07
ntQBi9FhjaCW,1,credit_card,5,236.86
vWfVEQFkJiDX,1,wallet,1,1041.4
hNvLBtyx10Nd,1,credit_card,1,648.9
IWu3IVuxxhOY,1,credit_card,4,283.32
xTLLa6OBiU43,1,wallet,1,198.89
Am673rGZL9qs,1,credit_card,1,155.55
fRVZrm4pqsiG,1,credit_card,2,152.51
DlVMKqR9Z5rW,1,wallet,1,5.78
e5iWa5Pc3zeI,2,voucher,1,1843.85
IDTzVTBpIjt6,1,credit_card,5,75.87
iDmu4jcBc6kQ,1,credit_card,1,97.74
xNVuRg2OGCCO,1,wallet,1,53.21
bydN3T1RKbiM,1,credit_card,3,557.62
VwmpuBoAcc1a,1,credit_card,1,347.97
PepRlLp8Om4b,1,debit_card,1,109.82
sxhtYAwcCeFG,1,credit_card,1,203.04
txzRrKMfp4jz,1,wallet,1,666.71
APnLQU86rvFh,1,credit_card,8,145.57
XX8jufHBg5Aj,1,wallet,1,76.17
2aWeJWvnXEmO,1,credit_card,1,403.32
SUtwbSZBMg5F,1,voucher,1,282.82
yZHIpUv3sYei,1,credit_card,5,1458.51
6WCCoEPP5Y4t,1,credit_card,1,551.25
IYAixIz09zCE,1,credit_card,2,316.57
MIayzV4G165L,1,credit_card,2,149.15
fWIrrrXmrtLG,1,wallet,1,255.24
pUxs6ZWoMih1,1,credit_card,1,52.18
5gV2ioQZB2sv,1,credit_card,1,33.72
38SpreJVnul4,1,credit_card,1,982.85
KXmlQQ9SlqnR,1,credit_card,10,1158.54
fVhGj9Sf4YTv,1,wallet,1,192.45
Z7RBBsdu7TJR,1,credit_card,1,170.01
HcX056wrs8mG,1,wallet,1,52.9
Gcy8wQasdPko,1,credit_card,4,117.35
o5u9DtxOLjJT,1,credit_card,2,129.0
f9ww0Gua9UAB,1,credit_card,1,301.81
BmipWW1RIoPb,1,credit_card,8,778.05
Myr29GftDrH3,1,credit_card,8,305.59
y6xRvI1Pb0Ru,1,credit_card,8,11.46
bI3GmkxB44Tp,1,credit_card,3,200.23
IcyP89gLGPfi,1,credit_card,2,6.68
I3U6FkOcb0BE,2,credit_card,3,161.71
LGsfpBweUusX,1,debit_card,1,30.21
bZvA3ezZUfn1,1,credit_card,4,144.95
1OLOH0Dfi5uG,1,wallet,1,51.06
QgN70FJMZPfN,1,credit_card,1,150.44
KOURPw9sUtvv,1,credit_card,4,195.4
JSnbmwmtpkST,1,wallet,1,207.99
vXDpzQPZrfGd,1,wallet,1,235.22
VfAuVZzo6VB9,1,credit_card,8,308.86
x0vyGNBfBChB,1,credit_card,7,217.82
FBR9DMZ1w4fG,1,wallet,1,358.04
Rito4bhTWZKK,1,wallet,1,95.48
MofLMfsAfpmC,1,credit_card,2,169.56
a4sfDhOrYs5H,1,credit_card,1,4.06
Xn4DWdgNlh9m,1,wallet,1,89.45
Uylq5wXIH5JO,1,credit_card,7,92.98
lqW95yj4n1Qd,1,wallet,1,707.72
QCEEKnMOI8Nc,5,voucher,1,100.9
